nombre,area,jerarquia,puntaje,cantidad_proyectos,desempenio,personas_equipo,horas_extra,asistencia_puntualidad,desempenio_futuro
Empleado 925,logistica,junior,80,3,alto,27,17,59,0
Empleado 926,reposicion,senior,57,4,medio,27,7,94,0
Empleado 927,atencion al cliente,junior,96,5,alto,5,20,54,0
Empleado 928,ventas,trainee,42,3,medio,17,18,66,0
Empleado 929,caja,trainee,77,5,medio,15,8,61,0
Empleado 930,reposicion,junior,66,4,medio,11,10,94,1
Empleado 931,administracion,senior,40,3,alto,6,17,53,0
Empleado 932,caja,senior,35,3,medio,17,10,53,0
Empleado 933,administracion,senior,30,5,bajo,22,11,75,0
Empleado 934,deposito,senior,84,4,medio,25,0,90,0
Empleado 935,atencion al cliente,senior,40,5,alto,27,2,76,0
Empleado 936,atencion al cliente,trainee,42,2,alto,17,15,100,0
Empleado 937,logistica,junior,54,5,medio,15,2,95,0
Empleado 938,logistica,junior,94,4,medio,11,17,55,2
Empleado 939,reposicion,trainee,84,1,medio,5,9,51,0
Empleado 940,reposicion,junior,59,4,medio,10,13,77,0
Empleado 941,administracion,junior,56,3,medio,14,14,41,0
Empleado 942,caja,senior,83,2,medio,22,18,86,2
Empleado 943,atencion al cliente,junior,82,4,alto,24,18,92,1
Empleado 944,atencion al cliente,senior,50,2,alto,27,16,50,0
Empleado 945,administracion,trainee,61,3,alto,8,10,77,0
Empleado 946,ventas,junior,67,4,medio,4,6,75,1
Empleado 947,atencion al cliente,trainee,88,1,medio,7,2,68,0
Empleado 948,deposito,junior,84,5,medio,19,17,86,1
Empleado 949,reposicion,junior,81,5,medio,9,17,40,0
Empleado 950,ventas,junior,93,1,alto,18,11,86,1
Empleado 951,caja,senior,36,5,medio,29,3,66,0
Empleado 952,atencion al cliente,trainee,75,4,bajo,29,11,45,0
Empleado 953,deposito,junior,37,4,alto,20,3,73,0
Empleado 954,deposito,senior,84,4,alto,13,8,47,0
Empleado 955,atencion al cliente,trainee,96,2,medio,4,6,76,0
Empleado 956,logistica,junior,40,4,bajo,12,16,77,0
Empleado 957,reposicion,junior,47,4,alto,10,12,86,1
Empleado 958,reposicion,senior,93,1,bajo,12,4,88,2
Empleado 959,deposito,junior,44,3,alto,26,12,81,1
Empleado 960,deposito,trainee,71,5,medio,4,12,88,1
Empleado 961,deposito,senior,82,1,medio,14,12,62,0
Empleado 962,administracion,trainee,56,4,alto,2,20,89,0
Empleado 963,deposito,junior,78,4,medio,10,3,88,1
Empleado 964,ventas,senior,55,2,bajo,20,13,77,0
Empleado 965,ventas,junior,57,5,medio,3,10,50,0
Empleado 966,caja,senior,76,3,alto,4,15,90,1
Empleado 967,administracion,trainee,70,3,alto,27,18,95,0
Empleado 968,caja,junior,38,4,medio,5,10,78,0
Empleado 969,ventas,junior,31,3,medio,6,18,63,0
Empleado 970,reposicion,junior,78,2,medio,9,11,57,1
Empleado 971,administracion,trainee,60,1,medio,14,19,69,0
Empleado 972,reposicion,trainee,62,5,bajo,17,17,76,0
Empleado 973,ventas,trainee,93,4,alto,8,15,77,0
Empleado 974,administracion,trainee,39,4,medio,8,16,86,0
Empleado 975,logistica,trainee,61,3,medio,14,14,94,1
Empleado 976,caja,senior,77,3,medio,3,0,44,0
Empleado 977,caja,junior,64,3,bajo,10,18,59,0
Empleado 978,ventas,junior,39,5,alto,6,17,96,0
Empleado 979,administracion,trainee,36,1,bajo,11,14,95,0
Empleado 980,caja,junior,52,4,medio,25,4,62,0
Empleado 981,ventas,senior,62,3,bajo,16,10,94,1
Empleado 982,administracion,senior,39,5,alto,6,14,66,0
Empleado 983,deposito,trainee,67,2,alto,5,1,98,0
Empleado 984,atencion al cliente,senior,79,5,alto,8,3,80,1
Empleado 985,administracion,junior,33,5,alto,12,3,70,0
Empleado 986,deposito,junior,79,1,medio,15,16,61,0
Empleado 987,administracion,trainee,92,2,bajo,19,5,94,0
Empleado 988,reposicion,senior,91,1,alto,28,0,85,2
Empleado 989,deposito,junior,84,5,medio,5,20,47,1
Empleado 990,reposicion,trainee,72,1,bajo,5,6,54,0
Empleado 991,logistica,junior,99,3,alto,20,2,81,0
Empleado 992,administracion,senior,80,2,bajo,20,13,92,1
Empleado 993,administracion,senior,34,2,medio,24,11,91,0
Empleado 994,reposicion,junior,92,4,medio,16,4,98,2
Empleado 995,ventas,trainee,67,3,medio,8,7,83,1
Empleado 996,deposito,junior,64,1,alto,21,18,63,0
Empleado 997,logistica,trainee,81,3,medio,5,13,72,0
Empleado 998,deposito,junior,97,3,medio,15,20,48,2
Empleado 999,reposicion,trainee,43,3,medio,4,6,95,0
Empleado 1000,atencion al cliente,senior,54,5,medio,19,19,93,2
Empleado 1001,administracion,junior,70,5,bajo,2,16,67,0
Empleado 1002,reposicion,junior,46,3,medio,2,1,92,0
Empleado 1003,ventas,junior,69,1,medio,19,8,54,1
Empleado 1004,atencion al cliente,junior,32,4,medio,28,0,40,0
Empleado 1005,administracion,trainee,75,2,medio,18,17,75,0
Empleado 1006,deposito,junior,40,1,medio,13,9,96,0
Empleado 1007,reposicion,trainee,57,3,medio,14,4,58,0
Empleado 1008,deposito,senior,96,2,medio,17,15,54,2
Empleado 1009,reposicion,junior,87,4,alto,10,17,67,2
Empleado 1010,ventas,senior,40,3,alto,14,16,43,0
Empleado 1011,caja,senior,55,1,alto,11,20,93,2
Empleado 1012,deposito,senior,35,1,medio,2,18,100,0
Empleado 1013,caja,junior,69,5,medio,13,17,70,0
Empleado 1014,reposicion,senior,82,4,medio,2,3,40,0
Empleado 1015,atencion al cliente,senior,89,4,medio,24,12,58,2
Empleado 1016,deposito,junior,47,2,alto,23,20,98,2
Empleado 1017,atencion al cliente,junior,68,1,alto,20,9,54,1
Empleado 1018,atencion al cliente,trainee,59,5,medio,8,9,54,0
Empleado 1019,administracion,trainee,48,1,medio,20,14,73,0
Empleado 1020,administracion,junior,78,2,bajo,11,0,50,0
Empleado 1021,reposicion,senior,99,3,bajo,14,6,60,2
Empleado 1022,atencion al cliente,trainee,64,1,medio,15,1,93,0
Empleado 1023,administracion,senior,50,2,medio,7,19,88,0
Empleado 1024,deposito,trainee,88,1,medio,25,10,91,0
Empleado 1025,logistica,senior,95,4,alto,24,8,84,2
Empleado 1026,administracion,trainee,68,1,medio,18,11,64,0
Empleado 1027,reposicion,trainee,69,1,bajo,22,15,74,0
Empleado 1028,logistica,junior,93,4,medio,25,12,53,0
Empleado 1029,reposicion,senior,99,2,medio,22,0,89,2
Empleado 1030,administracion,senior,55,4,alto,3,1,50,0
Empleado 1031,atencion al cliente,junior,72,5,medio,26,5,80,1
Empleado 1032,ventas,senior,37,1,medio,27,20,43,0
Empleado 1033,administracion,senior,32,3,bajo,3,11,63,0
Empleado 1034,atencion al cliente,trainee,55,4,medio,9,18,88,0
Empleado 1035,caja,junior,71,2,medio,21,20,74,0
Empleado 1036,caja,senior,98,1,medio,25,15,47,2
Empleado 1037,logistica,trainee,96,4,alto,23,12,48,0
Empleado 1038,caja,junior,40,1,alto,20,6,50,0
Empleado 1039,ventas,senior,82,5,medio,27,7,77,0
Empleado 1040,logistica,trainee,66,3,medio,19,13,68,0
Empleado 1041,atencion al cliente,junior,75,1,bajo,17,13,67,1
Empleado 1042,deposito,senior,39,1,medio,14,1,86,0
Empleado 1043,atencion al cliente,junior,58,3,medio,15,2,100,0
Empleado 1044,atencion al cliente,junior,92,5,medio,8,0,81,1
Empleado 1045,atencion al cliente,senior,76,3,bajo,17,18,86,2
Empleado 1046,reposicion,senior,97,3,alto,13,7,90,2
Empleado 1047,reposicion,junior,62,3,bajo,11,17,83,1
Empleado 1048,administracion,junior,42,5,bajo,8,15,58,0
Empleado 1049,atencion al cliente,trainee,51,2,medio,17,19,92,0
Empleado 1050,deposito,junior,38,2,bajo,16,6,41,0
Empleado 1051,reposicion,trainee,93,5,alto,17,0,57,0
Empleado 1052,logistica,junior,69,1,medio,23,1,79,0
Empleado 1053,atencion al cliente,trainee,68,4,medio,15,2,89,0
Empleado 1054,reposicion,trainee,54,1,alto,25,14,60,0
Empleado 1055,reposicion,trainee,51,4,bajo,9,17,50,0
Empleado 1056,administracion,trainee,70,4,bajo,29,8,85,2
Empleado 1057,reposicion,junior,36,1,bajo,4,10,43,0
Empleado 1058,logistica,senior,60,3,medio,12,14,47,0
Empleado 1059,administracion,junior,87,5,bajo,25,1,71,0
Empleado 1060,logistica,junior,43,5,medio,7,4,49,0
Empleado 1061,reposicion,senior,96,3,alto,14,8,69,2
Empleado 1062,caja,junior,38,2,alto,12,9,63,0
Empleado 1063,reposicion,trainee,39,4,bajo,16,9,81,0
Empleado 1064,caja,junior,98,3,bajo,11,5,71,0
Empleado 1065,atencion al cliente,junior,60,5,medio,21,3,95,1
Empleado 1066,deposito,trainee,50,4,bajo,11,7,83,0
Empleado 1067,deposito,senior,90,4,alto,18,20,61,2
Empleado 1068,logistica,trainee,49,3,alto,27,16,95,0
Empleado 1069,deposito,senior,55,5,medio,26,4,51,0
Empleado 1070,deposito,junior,35,5,medio,5,14,45,0
Empleado 1071,ventas,junior,44,3,alto,3,6,45,0
Empleado 1072,administracion,senior,83,4,medio,6,5,52,1
Empleado 1073,ventas,trainee,68,1,medio,30,2,89,0
Empleado 1074,caja,junior,77,4,bajo,22,20,96,2
Empleado 1075,administracion,trainee,75,3,bajo,11,2,54,0
Empleado 1076,caja,junior,83,1,medio,6,7,50,1
Empleado 1077,atencion al cliente,trainee,91,4,bajo,4,16,59,0
Empleado 1078,ventas,junior,39,4,alto,2,17,100,0
Empleado 1079,reposicion,trainee,43,4,medio,2,19,99,0
Empleado 1080,caja,trainee,55,3,alto,7,7,50,0
Empleado 1081,ventas,senior,43,4,medio,23,12,100,2
Empleado 1082,administracion,junior,95,5,medio,20,16,69,2
Empleado 1083,ventas,trainee,66,1,medio,17,18,46,0
Empleado 1084,atencion al cliente,junior,82,5,medio,25,6,99,1
Empleado 1085,administracion,trainee,65,1,medio,6,12,43,0
Empleado 1086,ventas,junior,60,1,alto,15,20,79,0
Empleado 1087,ventas,junior,64,2,bajo,8,13,87,1
Empleado 1088,reposicion,senior,42,4,bajo,3,12,78,0
Empleado 1089,administracion,junior,65,2,alto,28,16,94,1
Empleado 1090,ventas,trainee,41,5,bajo,13,3,68,0
Empleado 1091,logistica,trainee,43,4,medio,20,9,76,0
Empleado 1092,logistica,senior,46,2,medio,4,10,87,1
Empleado 1093,administracion,junior,38,1,medio,12,3,87,0
Empleado 1094,caja,junior,94,1,medio,9,5,58,0
Empleado 1095,administracion,senior,81,5,medio,19,10,71,0
Empleado 1096,atencion al cliente,junior,87,1,medio,13,15,93,1
Empleado 1097,logistica,junior,90,1,medio,20,15,88,1
Empleado 1098,atencion al cliente,junior,88,5,medio,21,18,59,2
Empleado 1099,reposicion,junior,54,5,bajo,8,2,55,0
Empleado 1100,logistica,junior,66,1,medio,21,8,61,1
Empleado 1101,ventas,senior,62,5,alto,4,4,58,0
Empleado 1102,ventas,senior,67,4,alto,19,4,60,0
Empleado 1103,caja,trainee,61,2,bajo,25,2,100,0
Empleado 1104,logistica,senior,92,3,alto,30,1,51,0
Empleado 1105,deposito,senior,72,3,medio,30,8,99,2
Empleado 1106,ventas,junior,83,5,medio,8,5,91,1
Empleado 1107,logistica,trainee,31,5,medio,20,1,93,0
Empleado 1108,deposito,trainee,91,3,medio,13,13,89,0
Empleado 1109,deposito,senior,59,1,alto,20,1,72,0
Empleado 1110,caja,senior,32,2,medio,3,19,90,0
Empleado 1111,administracion,junior,36,2,medio,19,8,91,1
Empleado 1112,atencion al cliente,trainee,61,5,medio,29,20,73,0
Empleado 1113,deposito,trainee,86,1,medio,17,13,64,0
Empleado 1114,logistica,trainee,39,3,medio,15,3,67,0
Empleado 1115,atencion al cliente,junior,77,2,medio,26,12,69,1
Empleado 1116,reposicion,junior,93,2,bajo,14,1,62,0
Empleado 1117,reposicion,junior,44,4,medio,27,15,92,1
Empleado 1118,administracion,trainee,50,1,medio,6,18,58,0
Empleado 1119,reposicion,trainee,55,2,alto,15,13,67,0
Empleado 1120,logistica,junior,70,5,medio,9,4,43,0
Empleado 1121,deposito,junior,34,5,alto,11,6,74,0
Empleado 1122,reposicion,trainee,47,5,alto,15,0,91,0
Empleado 1123,ventas,junior,64,2,medio,25,20,74,0
Empleado 1124,logistica,senior,39,4,medio,21,20,44,0
Empleado 1125,caja,trainee,43,4,alto,22,11,46,0
Empleado 1126,caja,trainee,65,5,medio,30,8,82,1
Empleado 1127,ventas,junior,51,1,alto,10,9,81,1
Empleado 1128,administracion,trainee,59,5,medio,9,7,94,0
Empleado 1129,logistica,junior,76,3,medio,22,11,70,1
Empleado 1130,administracion,trainee,38,4,bajo,4,3,67,0
Empleado 1131,caja,trainee,94,3,medio,17,12,40,0
Empleado 1132,ventas,junior,69,2,alto,19,11,45,1
Empleado 1133,administracion,senior,61,3,medio,27,17,87,2
Empleado 1134,logistica,trainee,43,5,bajo,7,3,47,0
Empleado 1135,ventas,trainee,37,4,alto,2,0,79,0
Empleado 1136,caja,junior,68,5,medio,15,6,86,1
Empleado 1137,atencion al cliente,trainee,51,3,medio,24,20,100,0
Empleado 1138,deposito,junior,54,4,medio,8,2,63,0
Empleado 1139,logistica,trainee,76,1,bajo,18,18,65,0
Empleado 1140,reposicion,junior,71,1,medio,12,20,79,0
Empleado 1141,atencion al cliente,trainee,97,5,alto,12,14,51,0
Empleado 1142,logistica,junior,88,4,bajo,14,9,90,1
Empleado 1143,ventas,junior,83,2,medio,24,11,74,1
Empleado 1144,atencion al cliente,junior,43,3,medio,6,11,69,0
Empleado 1145,caja,trainee,55,5,bajo,27,17,64,0
Empleado 1146,deposito,junior,43,3,medio,15,11,40,0
Empleado 1147,reposicion,junior,88,2,bajo,30,1,60,0
Empleado 1148,deposito,senior,43,2,alto,26,17,73,0
Empleado 1149,reposicion,trainee,75,1,alto,12,1,69,0
Empleado 1150,reposicion,trainee,47,1,medio,27,18,50,0
Empleado 1151,logistica,junior,90,1,medio,11,3,68,0
Empleado 1152,deposito,trainee,38,5,bajo,18,17,56,0
Empleado 1153,ventas,trainee,71,4,medio,21,17,44,0
Empleado 1154,ventas,trainee,97,1,alto,15,0,85,0
Empleado 1155,caja,junior,44,4,alto,17,2,70,0
Empleado 1156,logistica,junior,67,1,alto,9,2,90,1
Empleado 1157,ventas,junior,76,3,alto,2,10,53,0
Empleado 1158,ventas,trainee,43,3,medio,27,5,51,0
Empleado 1159,administracion,senior,57,3,bajo,27,8,89,0
Empleado 1160,atencion al cliente,senior,45,5,medio,2,7,57,0
Empleado 1161,deposito,senior,64,4,alto,14,2,43,0
Empleado 1162,deposito,junior,70,4,medio,10,0,72,0
Empleado 1163,administracion,trainee,39,1,alto,9,6,70,0
Empleado 1164,logistica,senior,38,4,bajo,26,4,77,0
Empleado 1165,administracion,senior,83,3,medio,2,16,43,0
Empleado 1166,atencion al cliente,senior,37,5,alto,18,7,42,0
Empleado 1167,deposito,senior,49,3,alto,3,6,40,0
Empleado 1168,caja,trainee,75,5,medio,14,2,75,0
Empleado 1169,atencion al cliente,trainee,56,5,alto,30,17,47,0
Empleado 1170,reposicion,junior,91,5,medio,9,18,90,2
Empleado 1171,reposicion,trainee,45,3,medio,6,0,63,0
Empleado 1172,logistica,trainee,82,4,medio,20,15,99,0
Empleado 1173,ventas,trainee,93,1,medio,10,1,100,0
Empleado 1174,reposicion,junior,85,3,alto,29,9,73,1
Empleado 1175,administracion,junior,56,4,bajo,5,6,81,1
Empleado 1176,logistica,trainee,30,4,medio,14,9,81,0
Empleado 1177,ventas,trainee,92,2,medio,5,10,85,1
Empleado 1178,administracion,trainee,65,1,medio,3,15,85,1
Empleado 1179,logistica,senior,31,5,alto,20,0,57,0
Empleado 1180,deposito,senior,36,1,alto,3,14,49,0
Empleado 1181,caja,senior,87,5,medio,13,18,55,2
Empleado 1182,administracion,junior,97,4,bajo,5,6,80,1
Empleado 1183,ventas,trainee,45,5,alto,4,17,75,0
Empleado 1184,reposicion,junior,90,1,alto,27,8,45,0
Empleado 1185,atencion al cliente,trainee,91,5,bajo,10,16,50,0
Empleado 1186,atencion al cliente,trainee,46,3,bajo,19,14,46,0
Empleado 1187,caja,trainee,94,3,alto,25,8,87,0
Empleado 1188,ventas,senior,74,2,bajo,15,16,86,2
Empleado 1189,ventas,trainee,50,1,alto,29,13,92,0
Empleado 1190,deposito,trainee,65,3,bajo,26,16,59,0
Empleado 1191,ventas,trainee,59,3,medio,8,7,85,0
Empleado 1192,reposicion,junior,49,2,bajo,26,17,63,0
Empleado 1193,caja,senior,82,5,alto,29,7,71,0
Empleado 1194,administracion,junior,47,1,alto,7,5,56,0
Empleado 1195,deposito,junior,53,4,bajo,8,0,100,0
Empleado 1196,deposito,senior,95,5,alto,17,12,88,2
Empleado 1197,caja,senior,37,4,bajo,9,11,45,0
Empleado 1198,reposicion,trainee,58,1,medio,8,11,66,0
Empleado 1199,ventas,trainee,53,1,bajo,26,11,99,0
Empleado 1200,caja,senior,61,4,medio,25,9,67,0
Empleado 1201,deposito,senior,75,1,bajo,8,12,77,1
Empleado 1202,administracion,trainee,33,2,bajo,5,11,67,0
Empleado 1203,deposito,junior,47,2,medio,26,7,48,0
Empleado 1204,ventas,junior,94,3,medio,23,1,88,0
Empleado 1205,logistica,trainee,82,3,medio,16,10,44,0
Empleado 1206,reposicion,junior,69,5,alto,18,11,91,1
Empleado 1207,reposicion,trainee,34,5,alto,9,8,90,0
Empleado 1208,administracion,senior,69,5,medio,11,14,87,1
Empleado 1209,ventas,senior,72,5,alto,15,15,77,0
Empleado 1210,caja,senior,31,2,medio,24,7,46,0
Empleado 1211,reposicion,senior,37,4,medio,11,17,96,2
Empleado 1212,reposicion,junior,99,5,medio,14,20,44,2
Empleado 1213,caja,junior,80,3,medio,8,8,44,1
Empleado 1214,reposicion,trainee,59,3,medio,27,9,48,0
Empleado 1215,caja,junior,87,3,medio,4,8,44,1
Empleado 1216,administracion,senior,40,2,medio,14,2,49,0
Empleado 1217,atencion al cliente,junior,61,1,bajo,20,16,90,1
Empleado 1218,administracion,junior,64,4,bajo,22,8,51,1
Empleado 1219,ventas,senior,99,1,medio,15,12,50,2
Empleado 1220,deposito,junior,98,2,medio,3,2,89,1
Empleado 1221,atencion al cliente,trainee,38,2,bajo,21,0,76,0
Empleado 1222,deposito,junior,75,4,medio,5,13,65,1
Empleado 1223,logistica,junior,36,2,bajo,2,2,44,0
Empleado 1224,ventas,senior,67,5,medio,23,2,78,0
Empleado 1225,ventas,trainee,79,4,medio,27,5,73,0
Empleado 1226,atencion al cliente,senior,93,4,medio,10,16,87,2
Empleado 1227,atencion al cliente,junior,57,2,medio,28,13,50,0
Empleado 1228,reposicion,junior,79,1,medio,9,2,67,0
Empleado 1229,reposicion,junior,85,1,alto,30,1,55,0
Empleado 1230,ventas,junior,34,5,medio,23,1,89,0
Empleado 1231,deposito,junior,83,5,alto,23,7,44,1
Empleado 1232,ventas,senior,94,2,medio,30,20,56,2
Empleado 1233,ventas,trainee,44,1,medio,25,11,67,0
Empleado 1234,deposito,junior,82,4,bajo,27,6,42,1
Empleado 1235,logistica,junior,74,2,alto,27,7,50,1
Empleado 1236,administracion,junior,78,5,medio,29,3,47,0
Empleado 1237,deposito,senior,97,5,bajo,20,1,63,0
Empleado 1238,ventas,junior,76,3,bajo,16,6,98,1
Empleado 1239,logistica,junior,70,5,bajo,11,11,59,1
Empleado 1240,administracion,junior,67,5,alto,23,3,53,0
Empleado 1241,reposicion,trainee,30,3,medio,14,3,61,0
Empleado 1242,reposicion,junior,51,5,medio,26,2,43,0
Empleado 1243,deposito,junior,49,5,medio,12,9,46,0
Empleado 1244,logistica,trainee,32,4,medio,15,13,88,0
Empleado 1245,administracion,senior,41,4,alto,22,0,65,0
Empleado 1246,reposicion,trainee,66,2,medio,11,18,86,0
Empleado 1247,reposicion,junior,46,5,alto,6,8,90,1
Empleado 1248,ventas,trainee,50,5,medio,17,19,40,0
Empleado 1249,ventas,trainee,88,3,medio,30,9,48,0
Empleado 1250,logistica,junior,72,3,alto,28,15,70,1
Empleado 1251,caja,junior,88,3,alto,21,0,84,0
Empleado 1252,ventas,senior,87,4,alto,10,1,84,2
Empleado 1253,ventas,senior,45,4,medio,7,2,68,0
Empleado 1254,caja,trainee,47,1,medio,27,15,59,0
Empleado 1255,ventas,trainee,42,3,medio,19,8,84,0
Empleado 1256,ventas,senior,46,2,medio,17,12,49,0
Empleado 1257,caja,trainee,65,2,medio,29,11,54,0
Empleado 1258,logistica,senior,44,5,alto,15,18,89,2
Empleado 1259,deposito,trainee,34,1,medio,5,4,85,0
Empleado 1260,atencion al cliente,senior,44,4,medio,5,20,82,0
Empleado 1261,caja,senior,62,3,medio,3,20,46,0
Empleado 1262,atencion al cliente,senior,85,3,medio,26,13,61,0
Empleado 1263,reposicion,junior,84,1,medio,5,16,98,1
Empleado 1264,atencion al cliente,senior,54,3,alto,8,13,99,0
Empleado 1265,reposicion,junior,94,1,medio,21,1,56,0
Empleado 1266,logistica,junior,70,5,bajo,13,0,84,1
Empleado 1267,ventas,senior,56,1,alto,27,10,41,0
Empleado 1268,ventas,junior,73,2,alto,2,2,52,0
Empleado 1269,reposicion,junior,48,1,alto,14,9,94,1
Empleado 1270,administracion,junior,52,3,medio,22,7,95,1
Empleado 1271,deposito,trainee,81,5,alto,8,3,43,0
Empleado 1272,atencion al cliente,senior,70,5,medio,18,3,81,0
Empleado 1273,deposito,trainee,52,2,bajo,16,15,75,0
Empleado 1274,administracion,senior,42,4,alto,27,5,93,0
Empleado 1275,administracion,trainee,49,1,medio,26,9,53,0
Empleado 1276,administracion,senior,33,3,alto,14,13,85,0
Empleado 1277,administracion,junior,85,4,bajo,17,12,42,1
Empleado 1278,logistica,trainee,90,5,medio,30,0,69,0
Empleado 1279,reposicion,senior,89,2,medio,18,1,47,0
Empleado 1280,logistica,trainee,46,2,bajo,25,5,61,0
Empleado 1281,logistica,junior,81,5,medio,6,2,66,0
Empleado 1282,reposicion,senior,99,5,bajo,26,3,51,0
Empleado 1283,caja,senior,96,1,alto,28,12,92,2
Empleado 1284,logistica,trainee,55,2,bajo,3,12,92,0
Empleado 1285,deposito,junior,81,3,bajo,27,10,65,1
Empleado 1286,atencion al cliente,senior,39,4,alto,27,9,79,0
Empleado 1287,ventas,junior,48,2,medio,24,18,87,0
Empleado 1288,reposicion,junior,48,4,medio,15,9,90,1
Empleado 1289,reposicion,junior,68,1,medio,15,11,43,1
Empleado 1290,logistica,senior,42,1,medio,13,12,97,2
Empleado 1291,reposicion,senior,78,4,medio,18,11,93,1
Empleado 1292,ventas,junior,55,1,bajo,27,12,86,1
Empleado 1293,deposito,junior,69,5,alto,19,4,51,0
Empleado 1294,deposito,senior,74,1,medio,15,13,42,0
Empleado 1295,logistica,junior,68,2,medio,18,6,92,1
Empleado 1296,reposicion,junior,76,5,bajo,16,13,91,1
Empleado 1297,logistica,trainee,57,5,bajo,25,20,51,0
Empleado 1298,caja,junior,53,4,medio,16,14,99,0
Empleado 1299,deposito,trainee,64,3,alto,14,0,64,0
Empleado 1300,caja,trainee,43,4,bajo,10,14,76,0
Empleado 1301,atencion al cliente,trainee,66,4,bajo,11,20,86,0
Empleado 1302,deposito,junior,55,4,alto,22,13,92,1
Empleado 1303,atencion al cliente,junior,30,5,medio,24,15,93,1
Empleado 1304,reposicion,junior,57,2,medio,12,14,55,0
Empleado 1305,caja,trainee,66,1,alto,25,8,68,0
Empleado 1306,caja,trainee,83,5,alto,7,13,75,0
Empleado 1307,ventas,trainee,95,3,medio,18,6,85,0
Empleado 1308,reposicion,senior,93,4,medio,24,20,42,2
Empleado 1309,atencion al cliente,trainee,83,5,medio,5,13,46,0
Empleado 1310,caja,senior,46,4,medio,18,3,79,0
Empleado 1311,atencion al cliente,trainee,53,1,bajo,26,6,75,0
Empleado 1312,logistica,trainee,33,5,bajo,22,2,46,0
Empleado 1313,reposicion,senior,58,1,medio,16,10,100,2
Empleado 1314,logistica,senior,43,3,medio,17,3,69,0
Empleado 1315,caja,trainee,63,3,alto,14,16,53,0
Empleado 1316,deposito,trainee,66,5,alto,4,8,95,1
Empleado 1317,deposito,junior,55,4,medio,20,8,100,0
Empleado 1318,administracion,junior,42,2,medio,10,10,44,0
Empleado 1319,ventas,junior,31,1,medio,3,20,56,0
Empleado 1320,atencion al cliente,senior,95,4,bajo,19,3,70,0
Empleado 1321,administracion,junior,45,4,medio,28,14,68,0
Empleado 1322,atencion al cliente,senior,52,4,alto,27,0,76,0
Empleado 1323,administracion,junior,47,1,bajo,28,18,61,0
Empleado 1324,reposicion,trainee,41,4,bajo,10,19,78,0
Empleado 1325,reposicion,trainee,66,2,alto,5,9,54,0
Empleado 1326,reposicion,junior,31,1,medio,19,18,65,0
Empleado 1327,reposicion,trainee,72,2,medio,26,20,93,0
Empleado 1328,logistica,senior,61,1,medio,15,13,99,2
Empleado 1329,ventas,senior,94,2,medio,5,5,95,1
Empleado 1330,administracion,junior,81,5,medio,6,10,96,1
Empleado 1331,caja,junior,74,5,alto,7,17,86,1
Empleado 1332,ventas,junior,84,4,medio,21,15,82,1
Empleado 1333,deposito,senior,94,3,medio,8,0,68,0
Empleado 1334,ventas,senior,33,4,medio,19,16,59,0
Empleado 1335,caja,junior,54,1,bajo,4,16,94,1
Empleado 1336,atencion al cliente,senior,89,3,alto,26,17,60,2
Empleado 1337,administracion,junior,51,1,alto,26,9,82,1
Empleado 1338,ventas,trainee,52,2,medio,10,2,80,0
Empleado 1339,caja,senior,71,4,bajo,22,8,67,0
Empleado 1340,deposito,senior,36,5,bajo,28,20,83,2
Empleado 1341,deposito,trainee,99,2,medio,17,0,87,0
Empleado 1342,atencion al cliente,senior,95,1,bajo,16,2,40,0
Empleado 1343,deposito,junior,39,5,bajo,11,10,86,1
Empleado 1344,logistica,trainee,78,1,bajo,8,12,61,0
Empleado 1345,reposicion,senior,90,4,alto,13,16,70,2
Empleado 1346,administracion,senior,76,4,medio,6,20,60,0
Empleado 1347,ventas,trainee,30,2,medio,28,18,47,0
Empleado 1348,caja,junior,91,1,medio,8,6,54,1
Empleado 1349,ventas,junior,44,5,medio,7,11,89,1
Empleado 1350,reposicion,junior,46,4,medio,16,17,57,0
Empleado 1351,atencion al cliente,trainee,31,3,medio,10,16,100,0
Empleado 1352,reposicion,senior,95,5,alto,13,12,66,2
Empleado 1353,ventas,junior,51,5,medio,27,12,89,1
Empleado 1354,atencion al cliente,trainee,33,3,alto,6,14,63,0
Empleado 1355,reposicion,senior,78,5,bajo,2,7,75,0
Empleado 1356,atencion al cliente,junior,84,2,medio,25,1,68,0
Empleado 1357,deposito,senior,69,5,medio,12,6,63,0
Empleado 1358,ventas,junior,69,1,medio,19,14,56,1
Empleado 1359,ventas,junior,39,3,alto,18,8,54,0
Empleado 1360,logistica,senior,39,5,medio,27,11,73,0
Empleado 1361,logistica,junior,68,3,alto,29,0,70,0
Empleado 1362,administracion,junior,91,2,medio,3,8,41,1
Empleado 1363,atencion al cliente,senior,82,3,medio,19,14,42,0
Empleado 1364,administracion,junior,74,1,medio,2,18,96,0
Empleado 1365,atencion al cliente,junior,44,4,alto,21,11,60,0
Empleado 1366,caja,trainee,32,2,alto,26,12,67,0
Empleado 1367,reposicion,senior,53,3,bajo,19,15,57,0
Empleado 1368,ventas,junior,75,1,alto,3,19,56,1
Empleado 1369,administracion,junior,79,2,medio,28,19,80,1
Empleado 1370,ventas,junior,85,5,medio,28,10,82,1
Empleado 1371,logistica,junior,99,4,medio,4,12,91,1
Empleado 1372,caja,junior,98,4,medio,22,14,53,0
Empleado 1373,caja,junior,33,4,medio,18,15,77,0
Empleado 1374,administracion,trainee,45,3,medio,17,6,94,0
